title;char;price
Смартфон BQ 6042L Magic E 2/32GB, темно-синий;Диагональ экрана: 6.09Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: SC9863A (8 ядер), 1.6 ГГц;6490
Смартфон Samsung Galaxy M12 4/64GB, черный;Диагональ экрана: 6.5Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 48Процессор: Exynos 850 (8 ядер), 2.0 ГГц;13941
Смартфон OPPO A74 4/128GB, синий;Диагональ экрана: 6.43Оперативная память: 4 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Snapdragon 662 (8 ядер), 2.0 ГГц;16980
Смартфон Nokia C20 DS 2/32GB, синий;Диагональ экрана: 6.5Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 5Процессор: SC9863A (8 ядер), 1.6 ГГц;6871
Смартфон Xiaomi Redmi 9C 2/32GB, черно-серый;Диагональ экрана: 6.53Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: Helio P35 (8 ядер), 2.3 ГГц;8290
Смартфон ZTE Blade V2020 Smart 4/64GB, серебристый;Диагональ экрана: 6.82Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 16Процессор: SC9863A (8 ядер), 1.6 ГГц;12490
"Смартфон Apple iPhone X ""Как новый"" 256GB, серый космос";Диагональ экрана: 5.8Оперативная память: 3 ГБВстроенная память: 256 ГБРазрешение основной камеры: 12Процессор: A11 Bionic (6 ядер), 2.1 ГГц;46990
Смартфон Motorola Moto G9 Plus 4/128GB, синий;Диагональ экрана: 6.8Оперативная память: 4 ГБВстроенная память: 128 ГБРазрешение основной камеры: 64Процессор: Snapdragon 730G (8 ядер), 2.2 ГГц;19990
Смартфон ZTE Blade L8 1/32GB, синий;Диагональ экрана: 5Оперативная память: 1 ГБВстроенная память: 32 ГБРазрешение основной камеры: 8Процессор: SC7731E (4 ядра), 1.3 ГГц;4490
Смартфон Xiaomi Redmi 9A 2/32GB, зеленый;Диагональ экрана: 6.53Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: Helio G25 (8 ядер), 2.0 ГГц;7700
Смартфон Poco M3 4/64GB, черный J19C;Диагональ экрана: 6.53Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 48Процессор: Snapdragon 662 (8 ядер), 2.0 ГГц;12006
Смартфон ZTE Blade A5 2/32GB, зеленый;Диагональ экрана: 6.09Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 15Процессор: SC9863A (8 ядер), 1.6 ГГц;7490
Смартфон Xiaomi Redmi 9A 2/32GB, зеленый;Диагональ экрана: 6.53Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: Helio G25 (8 ядер), 2.0 ГГц;7400
Смартфон ZTE Смартфон ZTE Blade 20 Smart 4/128GB, черный;Диагональ экрана: 6.49Оперативная память: 4 ГБВстроенная память: 128 ГБРазрешение основной камеры: 16Процессор: Helio P60 (8 ядер), 2.0 ГГц;13480
Смартфон Nokia G20 4/128GB, серебристый;Диагональ экрана: 6.5Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 48Процессор: Helio G35 (8 ядер), 2.3 ГГц;13990
Смартфон OPPO A74 4/128GB, черный;Диагональ экрана: 6.43Оперативная память: 4 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Snapdragon 662 (8 ядер), 2.0 ГГц;16980
Смартфон ZTE Blade A51 2+64 2/64GB, серый;Диагональ экрана: 6.5Оперативная память: 2 ГБВстроенная память: 64 ГБРазрешение основной камеры: 13Процессор: Exynos 9611 (8 ядер), 2.3 ГГц;8490
Смартфон Apple iPhone 12 mini 128GB, фиолетовый;Диагональ экрана: 5.4Оперативная память: 4 ГБВстроенная память: 128 ГБРазрешение основной камеры: 12Процессор: A14 Bionic (6 ядер), 2.66 ГГц;64206
Смартфон Poco M3 4/128GB, желтый J19C;Диагональ экрана: 6.53Оперативная память: 4 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Snapdragon 662 (8 ядер), 2.0 ГГц;12895
Смартфон Xiaomi Redmi 9T 4/64GB, зеленый;Диагональ экрана: 6.53Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 48Процессор: Snapdragon 662 (8 ядер), 2.0 ГГц;14990
Смартфон HTC Wildfire E 2/32GB, черный;Диагональ экрана: 5.45Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: SC9863 (8 ядер), 1.6 ГГц;6920
Смартфон Apple iPhone 11 128GB, красный;Диагональ экрана: 6.1Оперативная память: 4 ГБВстроенная память: 128 ГБРазрешение основной камеры: 12Процессор: A13 Bionic (6 ядер), 2.65 ГГц;52509
Смартфон Samsung Galaxy M12 3/32GB, черный;Диагональ экрана: 6.5Оперативная память: 3 ГБВстроенная память: 32 ГБРазрешение основной камеры: 48Процессор: Exynos 850 (8 ядер), 2.0 ГГц;11980
Смартфон Apple iPhone 12 mini 128GB, фиолетовый;Диагональ экрана: 5.4Оперативная память: 4 ГБВстроенная память: 128 ГБРазрешение основной камеры: 12Процессор: A14 Bionic (6 ядер), 2.66 ГГц;64206
Смартфон Samsung Galaxy A32 4/64GB, голубой;Диагональ экрана: 6.4Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 64Процессор: Helio G80 (8 ядер), 2.0 ГГц;17991
Смартфон Honor 10X Lite 4/128GB, серебристый;Диагональ экрана: 6.67Оперативная память: 4 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Kirin 710A (8 ядер), 2.0 ГГц;16990
Смартфон Tecno POVA2 4/128GB, черный;Диагональ экрана: 6.9Оперативная память: 6 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Helio G85 (8 ядер), 2.0 ГГц;14990
